System_ID,System_Type,Location,Stack_Direction,System_Name,Category,#,Layer,Material,Thickness_in,Approx_R_Value,Connection,Fastener,Fastener_Size,Layer_Type,Fill,Fastener_Icon,Fastener_Spacing_OC_in,Min_Edge_Dist_in,Min_End_Dist_in,Fastener_Pattern,Typ_Module_Width_in,Element_Spacing_OC_in,Cavity_Depth_in,Control_Joint_Spacing_ft,Draw_Module_Joints,Draw_Control_Joints,Draw_Fastener_Graphics,Detail_Max_Module_Joints,Detail_Min_Feature_Px,Config_Key,Config_Value,Sheet_Order,Diagram_Detail_Level,Diagram_Label,Diagram_Hatch,Diagram_Section_Zones_JSON,Diagram_Plan_Zones_JSON,View_Orientation,View_Reverse,View_Top_Label,View_Bottom_Label,Drawing_Note,Plan_Draw_Layers,Plan_Implementation_Grid_in
A4-06,envelope_wall_exterior_primary,typical,wall_interior_to_exterior,Exterior Wall (Primary),Building Envelope,6,Wood Cladding,Thermally modified wood vertical boards,0.75,0.9,Wood cladding -------> vertical furring strips,Stainless steel wood screws,#8 x 2 in,WOOD,WOOD,,16,0.75,1.5,2 screws per board per furring - rows at 16 in o.c.,4–6 (board width),,,,,,,,,,,,,,,,,,,,,SS #8 x 2 in at 16 in o.c. rows (1 per furring per board); wide boards: 2 screws per furring; pre-drill to prevent split at ends; primary weather-exposed cladding - ventilated rainscreen cavity at furring,wall,
A4-06,envelope_wall_exterior_primary,typical,wall_interior_to_exterior,Exterior Wall (Primary),Building Envelope,TOTAL,—,—,11.0,23.9,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,
A4-07,slab_on_grade_interior,typical,slab_top_to_bottom,Slab on Grade (Interior),Building Envelope,1,Floor Finish,Polished concrete or honed stone tile - matte finish,0.75,0.08,Finish -------> uncoupling membrane - thin-set bed,Thin-set adhesive,N/A,CONCRETE,CONCRETE,,N/A,N/A,N/A,Full thin-set coverage - back-butter tile + float surface,Continuous,,,,,,,,,,,7,,GROUND / SLAB ON GRADE,p-CONCRETE,"[{""nx"":0.09223300970873786,""ny"":0.9142857142857143,""nw"":0.42394822006472493,""nh"":0.02857142857142857,""nlx"":0.3042071197411003,""nly"":0.9285714285714286},{""nx"":0.09223300970873786,""ny"":0.9428571428571428,""nw"":0.42394822006472493,""nh"":0.05714285714285714,""nlx"":0.3042071197411003,""nly"":0.9642857142857143}]",[],SLAB,1,↓ FINISH FLOOR,↑ SUBGRADE,Full thin-set coverage; back-butter each tile + float surface; 3/16 in max grout joints; layout from centerlines of space,wall,
A4-07,slab_on_grade_interior,typical,slab_top_to_bottom,Slab on Grade (Interior),Building Envelope,2,Uncoupling Membrane,Polypropylene uncoupling mat (Schluter DITRA or equiv.),0.25,0,Membrane -------> concrete slab surface - fully adhered,Thin-set adhesive,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Fully adhered thin-set - full coverage - no voids,Continuous,,,,,,,,,,,,,,,,,,,,,Fully adhered in unmodified thin-set; 100% coverage - no voids; butt joints tight; turn up at walls 1/2 in; Schluter DITRA or equiv.,wall,
A4-07,slab_on_grade_interior,typical,slab_top_to_bottom,Slab on Grade (Interior),Building Envelope,3,Isolation Joint,Control joint + closed-cell backer rod at slab perimeter and columns,0.25,0,Isolation joint -------> slab perimeter at wall base,Backer rod + polyurethane sealant,N/A,MISC,MISC,,N/A,N/A,N/A,Continuous isolation joint at slab perimeter + all columns,1/4 x 1/2 (joint width x depth),,,,,,,,,,,,,,,,,,,,,1/4 in wide isolation joint at slab-to-wall perimeter + all column bases; closed-cell backer rod + PU sealant; 1/2 in depth,wall,
A4-07,slab_on_grade_interior,typical,slab_top_to_bottom,Slab on Grade (Interior),Building Envelope,4,Structural Concrete Slab,4 in structural concrete slab - #4 rebar at 18 in o.c. each way,4,0.32,Slab -------> vapor retarder + insulation below - cast in place,Cast in place,N/A,CONCRETE,CONCRETE,,18,1.5,N/A,#4 rebar - 2-way grid - 18 in o.c. ea. way - continuous mat,Continuous slab,18,,10–12,,,,,,,,,,,,,,,,,,Interior slab-on-grade typical only. Podium/parking: A4-19. Courtyard planter: A4-18. #4 rebar 2-way 18 in o.c.; 1.5 in min cover; control joints 10–12 ft o.c.,wall,18
A4-07,slab_on_grade_interior,typical,slab_top_to_bottom,Slab on Grade (Interior),Building Envelope,5,Vapor Retarder,15-mil polyethylene sheet - lapped 12 in at seams - fully taped,0.0625,0,Retarder -------> rigid insulation top face - lapped + taped,Seam tape,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Lapped 12 in at all seams + taped - continuous,Continuous,,,,,,,,,,,,,,,,,,,,,15-mil PE sheet; 12 in overlap at all seams; tape all seams + penetrations; patch any tears; turn up at perimeter walls,wall,
A4-07,slab_on_grade_interior,typical,slab_top_to_bottom,Slab on Grade (Interior),Building Envelope,6,Rigid Insulation (Below Slab),XPS rigid insulation boards - below slab,2,10,Insulation -------> compacted gravel base - laid loose,N/A (laid loose),N/A,INSULATION,INSULATION,,N/A,N/A,N/A,Laid loose - tight butt joints - no gaps,48 x 96 (board size),,,,,,,,,,,,,,,,,,,,,Laid loose on gravel; butt joints tight; stagger joints min 12 in; no voids; extend to slab edge; min 2 in XPS (R-10),wall,
A4-07,slab_on_grade_interior,typical,slab_top_to_bottom,Slab on Grade (Interior),Building Envelope,7,Compacted Gravel Base,3/4 in clean crushed gravel - compacted to 95% Proctor density,4,0,Gravel -------> native subgrade - mechanically compacted,Mechanical compaction,N/A,GRAVEL_SOIL,GRAVEL_SOIL,,N/A,N/A,N/A,Mechanical compaction in 2 in lifts max - full coverage,Continuous,,,,,,,,,,,,,,,,,,,,,Compact in max 2 in lifts to 95% Proctor; verify with soils engineer; extend 12 in beyond slab edge all sides,wall,
A4-07,slab_on_grade_interior,typical,slab_top_to_bottom,Slab on Grade (Interior),Building Envelope,TOTAL,—,—,11.3125,10.4,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,
A4-08,opening_window_typical,typical,special,Window Opening,Building Envelope,1,Triple-Pane Glazing,Triple-pane IGU - low-e coatings - argon fill,1.5,8,Glazing unit -------> window frame sash - factory glazed,Factory glazed,N/A,GLASS,GLASS,,N/A,N/A,N/A,Factory glazed - continuous perimeter glass bite,Per mfr (typ. 24–96 wide),,,,,,,,,,,8,,WINDOW / OPENING ASSEMBLY,p-GLASS,"[{""nx"":0.030744336569579287,""ny"":0.12714285714285714,""nw"":0.06472491909385113,""nh"":0.11428571428571428,""nlx"":0.03398058252427184,""nly"":0.18428571428571427},{""nx"":0.030744336569579287,""ny"":0.41714285714285715,""nw"":0.06472491909385113,""nh"":0.11428571428571428,""nlx"":0.03398058252427184,""nly"":0.4742857142857143}]","[{""nx"":0,""ny"":0.20833333333333334,""nw"":0.11342592592592593,""nh"":0.10416666666666667,""nlx"":0.056712962962962965,""nly"":0.2604166666666667},{""nx"":0,""ny"":0.5208333333333334,""nw"":0.11342592592592593,""nh"":0.10416666666666667}]",SPECIAL,0,,,Min 3/4 in glass bite into frame rebate; argon fill; low-e coatings both inner + outer panes; verify edge seal on delivery,window,
A4-08,opening_window_typical,typical,special,Window Opening,Building Envelope,2,Window Frame,Wood-clad aluminum window frame - thermally broken,2,2,Frame -------> rough opening surround - fully flashed,Structural window screws,#10 x 3.5 in,METAL,METAL,,12,0.75,1.5,Single row each jamb + head + sill - 12 in o.c.,Per rough opening size,,,,,,,,,,,,,,,,,,,,,#10 x 3.5 in structural screws at 12 in o.c. each jamb + head + sill; shim plumb + level; flash all sides before trim,window,
A4-08,opening_window_typical,typical,special,Window Opening,Building Envelope,3,Thermal Break Strip,Polyamide thermal break within frame profile - factory assembled,0.5,2,Thermal break -------> aluminum frame inner + outer sections,Factory assembled,N/A,MISC,MISC,,N/A,N/A,N/A,Continuous factory-assembled thermal break - no field cutting,Continuous in frame length,,,,,,,,,,,,,,,,,,,,,Factory-assembled; do not cut or bridge thermal break during field installation; critical for condensation control,window,
A4-08,opening_window_typical,typical,special,Window Opening,Building Envelope,4,Sill Pan Flashing,Stainless steel sill pan - sloped 1/4 in per ft to exterior,0.0625,0,Sill pan -------> rough opening sill - fully adhered + lapped into WRB,Flashing tape at edges,N/A,METAL,METAL,,N/A,N/A,N/A,Fully adhered + lapped 6 in into WRB - end dams at jambs,Per window width + 6 in each side,,,,,,,,,,,,,,,,,,,,,SS316 sill pan with 1/4 in/ft slope to exterior; formed end dams at jambs; lap into WRB 6 in each side; seal tape all edges,window,
A4-08,opening_window_typical,typical,special,Window Opening,Building Envelope,5,Flashing Tape at Rough Opening,Flexible flashing tape at all rough opening perimeter - lapped into WRB,0.0625,0,Tape -------> rough opening perimeter + WRB - fully adhered,Self-adhered + taped seams,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Fully adhered - install sequence: sill first then jambs then head,Per rough opening perimeter,,,,,,,,,,,,,,,,,,,,,Installation sequence critical: sill pan flashing first; then jamb tape; then head tape; lap each piece into WRB min 6 in; seal all corners,window,
A4-08,opening_window_typical,typical,special,Window Opening,Building Envelope,6,Rough Opening Surround,LVL header/jamb/sill (primary) or 5-ply CLT surround where structurally scheduled,3.5,4,Surround -------> CLT structural wall panel,Structural wood screws,#10 x 5 in,WOOD,WOOD,,8,0.75,1.5,Single row each face - 8 in o.c.,Per rough opening size,,,,,,,,,,,,,,,,,,,,,LVL or CLT surround; #10 x 5 in at 8 in o.c. per face; LVL header spans per structural calcs; sill reinf. at wide openings,window,
A4-08,opening_window_typical,typical,special,Window Opening,Building Envelope,7,Interior Jamb Reveal,Exposed wood jamb reveal (matches wall core material) - low-VOC clear matte finish,0.75,0.68,Reveal -------> window frame + wall panel - concealed fasteners,Finish screws - concealed,#6 x 2 in,CLT,CLT,,16,0.375,0.75,Single row concealed - 16 in o.c. at each stud/backing,Per reveal width (wall thickness),,,,,,,,,,,,,,,,,,,,,Concealed finish screws; face-bore + plug with grain-matched oak or use back-fastening clip; reveal width = wall thickness,window,48
A4-08,opening_window_typical,typical,special,Window Opening,Building Envelope,TOTAL,—,—,8.38,16.68,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,window,
A4-09,interior_ceiling_clt_batten,typical,slab_top_to_bottom,CLT Ceiling (Batten Grid),Interior System,1,CLT Ceiling Panel,5-ply exposed CLT - low-VOC clear matte finish,6.0,6,CLT panel -------> structural system,Structural screws,5/16 in x 10 in,CLT,CLT,,16,1.5,2.5,Single row at bearing edges + concealed connectors at structure,48–120,,,,,,,,,,,9,,CEILING SYSTEM (CLT + BATTEN GRID),p-WOOD,"[{""nx"":0.10841423948220065,""ny"":0.36,""nw"":0.39158576051779936,""nh"":0.014285714285714285,""nlx"":0.22168284789644013,""nly"":0.36714285714285716},{""nx"":0.10841423948220065,""ny"":0.65,""nw"":0.39158576051779936,""nh"":0.014285714285714285,""nlx"":0.22168284789644013,""nly"":0.6571428571428571}]",[],FLOOR,0,↑ STRUCTURE (CLT),↓ VISIBLE FACE,Exposed CLT soffit; all connectors concealed from below; STS at 16 in o.c. at all bearing edges; low-VOC clear matte finish,floor,48
A4-09,interior_ceiling_clt_batten,typical,slab_top_to_bottom,CLT Ceiling (Batten Grid),Interior System,2,Furring / Subframe,Wood furring strips,1.25,1,Furring -------> CLT panel,Wood screws,#10 x 3 in,WOOD,WOOD,,16,0.75,1.5,Single row at centerline - 16 in o.c. - into CLT,1.5 x 3.5 (furring cross-section),16,,,,,,,,,,,,,,,,,,,,Furring at 16 in o.c. perpendicular to CLT surface grain; #10 x 3 in at 16 in o.c.; level with cedar shims; shim locations screwed,floor,
A4-09,interior_ceiling_clt_batten,typical,slab_top_to_bottom,CLT Ceiling (Batten Grid),Interior System,3,Acoustic Layer,White-faced mineral wool board,1,4,Insulation -------> furring/subframe - friction fit or adhered,Adhesive or insulation pins,1 in pins,INSULATION,INSULATION,,12,N/A,N/A,Push-through pins at 12 in o.c. or full-coverage adhesive,24 x 48 (board size),,,,,,,,,,,,,,,,,,,,,Friction fit between furring or full adhesive + 1 in pins at 12 in o.c. in open zones; butt joints tight; white face visible,floor,
A4-09,interior_ceiling_clt_batten,typical,slab_top_to_bottom,CLT Ceiling (Batten Grid),Interior System,4,Wood Batten Grid (Select Zones),Golden oak battens - matte finish,0.75,0.5,Battens -------> wood subframe,Finish screws or concealed brad nails,#6 x 1.5 in or 18ga brads,WOOD,WOOD,,16,0.375,0.75,Single row at each furring strip - 16 in o.c. - concealed,1.5 (batten width); 16 in o.c. spacing,16,,,,,,,,,,,,,,,,,,,,Battens at 16 in o.c. perpendicular to furring; #6 x 1.5 in concealed or 18ga brads shot from below; match grain direction as designed,floor,
A4-09,interior_ceiling_clt_batten,typical,slab_top_to_bottom,CLT Ceiling (Batten Grid),Interior System,TOTAL,—,—,9.0,11.5,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,floor,
A4-10,interior_partition_wall_typical,typical,wall_interior_to_exterior,Interior Partition,Interior System,1,Interior Wall Face (Side A),Solid timber board cladding - 3/4 in - white oak typ. - low-VOC matte (not structural CLT),0.75,0.68,Wall face -------> wood stud frame - concealed fasteners,Finish screws - concealed,#6 x 2 in,CLT,CLT,,16,0.375,0.75,Single row at each stud - 16 in o.c. - concealed,48 (panel width),,,,,,,,,,,10,,INTERIOR PARTITION WALL,p-INSULATION,"[{""nx"":0.37702265372168287,""ny"":0.07,""nw"":0.025889967637540454,""nh"":0.2642857142857143,""nlx"":0.3932038834951456,""nly"":0.20714285714285716},{""nx"":0.37702265372168287,""ny"":0.36,""nw"":0.025889967637540454,""nh"":0.2642857142857143,""nlx"":0.3932038834951456,""nly"":0.4642857142857143}]","[{""nx"":0.4837962962962963,""ny"":0.08506944444444445,""nw"":0.032407407407407406,""nh"":0.4149305555555556,""nlx"":0.5,""nly"":0.22395833333333334},{""nx"":0.11342592592592593,""ny"":0.5,""nw"":0.5879629629629629,""nh"":0.024305555555555556}]",WALL,0,,,Concealed finish screws at 16 in o.c. per stud; face-bore + plug with grain-matched filler or use back-fastening clip system,wall,48
A4-10,interior_partition_wall_typical,typical,wall_interior_to_exterior,Interior Partition,Interior System,2,Service Chase (Side A),Air gap + service cavity behind face panel,1.5,1,Air gap -------> between face panel and stud frame,N/A,N/A,AIR_GAP,AIR_GAP,,N/A,N/A,N/A,Continuous 1.5 in service cavity - no fasteners,1.5 in clear,,,,,,,,,,,,,,,,,,,,,Service chase for MEP; maintain 1.5 in clear; coordinate with mechanical + electrical for routing; firestop all penetrations,wall,
A4-10,interior_partition_wall_typical,typical,wall_interior_to_exterior,Interior Partition,Interior System,3,Wood Stud Frame,Engineered lumber studs (LVL or EWP) - at 16 in o.c.,3.5,4,Stud frame -------> CLT floor + CLT ceiling at bearing,Structural wood screws at top/base plate,#10 x 3.5 in,WOOD,WOOD,,16,0.75,1.5,Studs at 16 in o.c.; top + base plate screws at 16 in o.c.,3.5 (stud depth); 16 in o.c. stud spacing,16,,,,,,,,,,,,,,,,,,,,LVL studs at 16 in o.c.; 1.5 in top + base plate; top plate screwed to CLT above at 16 in o.c.; base plate to CLT below at 16 in o.c.,wall,
A4-10,interior_partition_wall_typical,typical,wall_interior_to_exterior,Interior Partition,Interior System,4,Mineral Wool Acoustic Batt,High-density mineral wool batt insulation - friction fit between studs,3.5,15,Batt -------> friction fit between studs,N/A (friction fit),N/A,INSULATION,INSULATION,,N/A,N/A,N/A,Friction fit between studs - no fasteners needed,15 in wide batt (for 16 in o.c. framing),,,,,,,,,,,,,,,,,,,,,Cut batt to friction fit between studs; no gaps; stagger horizontal joints; full stud bay height; 8 pcf density min,wall,
A4-10,interior_partition_wall_typical,typical,wall_interior_to_exterior,Interior Partition,Interior System,5,Service Chase (Side B),Air gap + service cavity behind opposite face panel,1.5,1,Air gap -------> between stud frame and face panel,N/A,N/A,AIR_GAP,AIR_GAP,,N/A,N/A,N/A,Continuous 1.5 in service cavity - no fasteners,1.5 in clear,,,,,,,,,,,,,,,,,,,,,Mirror of Chase A; route MEP here; maintain clear chase; firestop all penetrations through stud frame,wall,
A4-10,interior_partition_wall_typical,typical,wall_interior_to_exterior,Interior Partition,Interior System,6,Interior Wall Face (Side B),Solid timber board cladding - 3/4 in - white oak typ. - low-VOC matte (not structural CLT),0.75,0.68,Wall face -------> wood stud frame - concealed fasteners,Finish screws - concealed,#6 x 2 in,CLT,CLT,,16,0.375,0.75,Single row at each stud - 16 in o.c. - concealed,48 (panel width),,,,,,,,,,,,,,,,,,,,,Mirror of Face A; concealed screws; stagger panel joints from Side A min 24 in; match wood grain direction within room,wall,48
A4-10,interior_partition_wall_typical,typical,wall_interior_to_exterior,Interior Partition,Interior System,TOTAL,—,—,11.5,22.36,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,wall,
A4-11,interior_stair_assembly,typical,slab_top_to_bottom,Stair Assembly,Interior System,1,White Oak Hardwood Tread,White oak tread - natural oil finish - matte - bull-nose edge,1.5,1,Tread -------> CLT stringer top + riser back,Construction adhesive + finish screws,#8 x 3 in countersunk,WOOD,WOOD,,8,0.375,0.75,Single row at each stringer - 8 in o.c. - countersunk + plugged,Per stair width (typ. 36–48 in),,,,,,,,,,,11,,STAIR SYSTEM ASSEMBLY,p-CLT,"[{""nx"":0.4110032362459547,""ny"":0.07,""nw"":0.10841423948220065,""nh"":0.8442857142857143,""nlx"":0.465210355987055,""nly"":0.4928571428571429}]","[{""nx"":0.5300925925925926,""ny"":0.11979166666666667,""nw"":0.18518518518518517,""nh"":0.20833333333333334,""nlx"":0.6226851851851852,""nly"":0.22395833333333334}]",FLOOR,1,↓ TREAD SURFACE,↑ BEARING BASE,#8 x 3 in countersunk at 8 in o.c. at each stringer; PU adhesive at stringer face; plug all countersinks; bull-nose routed before install,floor,
A4-11,interior_stair_assembly,typical,slab_top_to_bottom,Stair Assembly,Interior System,2,Riser — CLT (typical),CLT riser panel - matte - countersunk,0.75,0.68,Riser -------> CLT stringer face - countersunk or adhesive + brad,Finish screws - countersunk,#8 x 2.5 in,WOOD,WOOD,,8,0.375,0.75,Single row at each stringer end - 8 in o.c. - countersunk + plugged,Per stair width,,,,,,,,,,,,,,,,,,,,,Alternate: use one riser type per flight.,floor,
A4-11,interior_stair_assembly,typical,slab_top_to_bottom,Stair Assembly,Interior System,3,Riser — Solid Timber (alternate),Solid white oak riser - matte - countersunk,0.75,0.68,Riser -------> CLT stringer face - countersunk or adhesive + brad,Finish screws - countersunk,#8 x 2.5 in,WOOD,WOOD,,8,0.375,0.75,Single row at each stringer end - 8 in o.c. - countersunk + plugged,Per stair width,,,,,,,,,,,,,,,,,,,,,Alternate to CLT riser.,floor,
A4-11,interior_stair_assembly,typical,slab_top_to_bottom,Stair Assembly,Interior System,4,CLT Stair Stringer / Carriage,5-ply CLT plank stringer - exposed - low-VOC matte finish,5,6,CLT stringer -------> bearing plate at floor + wall at upper landing,Structural screws + bearing plate,5/16 in x 8 in,CLT,CLT,,6,1.5,2.5,Single row at bearing plate attachment - 6 in o.c.,10 in wide stringer (typ.),,,,,,,,,,,,,,,,,,,,,STS at 6 in o.c. through bearing plate into stringer end grain; exposed finish face - no face fasteners on show face,floor,10
A4-11,interior_stair_assembly,typical,slab_top_to_bottom,Stair Assembly,Interior System,5,Concealed Steel Angle Bracket,Hot-dip galvanized steel angle at stringer-to-floor junction,0.25,0,Bracket -------> CLT stringer + CLT floor panel,Hex bolts + lag screws,3/8 in x 3 in hex bolts; 1/2 in x 4 in lags,METAL,METAL,,8,1.5,2,2–3 bolts per bracket leg - single row,6 (bracket length),,,,,,,,,,,,,,,,,,,,,HDG steel angle at stringer base; 2 bolts each leg min; concealed by finish trim; confirm with structural engineer,floor,
A4-11,interior_stair_assembly,typical,slab_top_to_bottom,Stair Assembly,Interior System,6,Bearing Plate at CLT Floor,Steel bearing plate at stringer base - powder-coat matte black - anchored into CLT,0.375,0,Bearing plate -------> CLT floor panel at stair base,Anchor bolts into CLT,1/2 in x 4 in anchor bolts,METAL,METAL,,4 bolts per plate (2x2 pattern),2,3,4 anchor bolts per plate in 2x2 pattern,Per stringer width (typ. 6–8 in plate width),,,,,,,,,,,,,,,,,,,,,4 anchor bolts per bearing plate in 2x2 pattern; 2 in edge distance min; plate width = CLT stringer width; powder-coat matte black,floor,
A4-11,interior_stair_assembly,typical,slab_top_to_bottom,Stair Assembly,Interior System,TOTAL,—,—,7.875,7.685,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,floor,
A4-29,interior_stair_landing_zone_detail,typical,special,Stair Landing Zones (Plan Detail),Interior System,1,Plan landing zones (diagram),Normalized callout rectangles for lower intermediate and upper landings — use with Implementation plan Stairs tool,0,0,Sketch scope — not a build layer,—,—,MISC,MISC,,—,—,—,—,Plan zones (see JSON),,,,,,,,,,,11,0,STAIR LANDING ZONES (PLAN),p-MISC,[],"[{""nx"":0.12,""ny"":0.58,""nw"":0.26,""nh"":0.18,""nlx"":0.25,""nly"":0.67},{""nx"":0.40,""ny"":0.36,""nw"":0.24,""nh"":0.20,""nlx"":0.52,""nly"":0.46},{""nx"":0.68,""ny"":0.14,""nw"":0.24,""nh"":0.20,""nlx"":0.80,""nly"":0.24}]",FLOOR,0,,,"Open Implementation plan; choose Stairs; paint full grid squares for each landing and run. Coordinate clear dimensions with code and BLD Stair Width; stack and finishes in A4-11.",stairs,48
A4-29,interior_stair_landing_zone_detail,typical,special,Stair Landing Zones (Plan Detail),Interior System,2,Stair run (between landings),Contiguous cells along the traveled way between landing rectangles — keep width consistent with stair width,0,0,—,—,—,MISC,MISC,,—,—,—,—,Along run,,,,,,,,,,,,,,,,,,,,,Match landing edges to walls or guardrails; see A4-12 at open edges.,stairs,
A4-29,interior_stair_landing_zone_detail,typical,special,Stair Landing Zones (Plan Detail),Interior System,3,Egress clear width (reference),Maintain code minimum clear width on the approach and landings; document exceptions on sheets,0,0,—,—,—,MISC,MISC,,—,—,—,—,Code clear width (note),,,,,,,,,,,,,,,,,,,,,IBC stair width and intermediate handrail requirements apply when landings split the width.,stairs,
A4-29,interior_stair_landing_zone_detail,typical,special,Stair Landing Zones (Plan Detail),Interior System,TOTAL,—,—,0,0,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,stairs,
A4-12,edge_guardrail_typical,typical,special,Guardrail at Edge,Interior System,1,Solid Timber Top Cap,White oak top rail cap - natural oil finish - matte,2.5,1,Top cap -------> steel flat bar post top - concealed screws,Countersunk screws - concealed,#8 x 2.5 in,WOOD,WOOD,,16,0.375,0.75,Single row at post tops - 16 in o.c. - countersunk + plugged,1.5–2.5 (cap width),,,,,,,,,,,12,,GUARDRAIL / EDGE CONDITION,p-METAL,"[{""nx"":0.9271844660194175,""ny"":0.26571428571428574,""nw"":0.009708737864077669,""nh"":0.06857142857142857,""nlx"":0.9320388349514563,""nly"":0.2914285714285714}]","[{""nx"":0.8726851851851852,""ny"":0.08506944444444445,""nw"":0.013888888888888888,""nh"":0.1736111111111111,""nlx"":0.8796296296296297,""nly"":0.171875}]",SPECIAL,0,,,Countersunk + plugged at each post; PU adhesive at post top plate; continuous cap spans between posts; end-grain sealed,wall,
A4-12,edge_guardrail_typical,typical,special,Guardrail at Edge,Interior System,2,Steel Flat Bar Post,1/4 in x 2 in steel flat bar post - powder-coat matte black,2,0,Post -------> steel base plate at CLT floor edge - welded,Welded connection at base plate,N/A (welded),METAL,METAL,,42,2,3,Posts at 42 in o.c. max per IBC 1015 - welded to base plates,2 x 1/4 in flat bar,42,,,,,,,,,,,,,,,,,,,,IBC Section 1015: max 42 in o.c. post spacing; 42 in min rail height; 200 lb point load + 50 plf rail capacity; weld post to base plate - full-pen weld,wall,
A4-12,edge_guardrail_typical,typical,special,Guardrail at Edge,Interior System,3,Infill — Tempered Glass (typical),3/8 in tempered glass - M8 standoff clamps,0.375,0,Infill -------> steel flat bar posts - glass clamped or slats screwed,Glass clamps or finish screws,Glass: M8 clamp bolts; Slats: #6 x 1.5 in,GLASS,GLASS,,4–6 (slats) or per mfr (glass),0.5,0.75,Glass: 4-point clamp min per panel; Slats: 2 screws per post per slat,Per bay (post spacing max 42 in),,,,,,,,,,,,,,,,,,,,,Use one infill type per bay; alternate: timber slats (next row).,wall,
A4-12,edge_guardrail_typical,typical,special,Guardrail at Edge,Interior System,4,Infill — Timber Slats (alternate),Horizontal white oak slats - matte,0.375,0,Infill -------> steel flat bar posts - glass clamped or slats screwed,Glass clamps or finish screws,Glass: M8 clamp bolts; Slats: #6 x 1.5 in,WOOD,WOOD,,4–6 (slats) or per mfr (glass),0.5,0.75,Glass: 4-point clamp min per panel; Slats: 2 screws per post per slat,Per bay (post spacing max 42 in),,,,,,,,,,,,,,,,,,,,,Alternate to glass; use one per bay.,wall,
A4-12,edge_guardrail_typical,typical,special,Guardrail at Edge,Interior System,5,Steel Base Plate,1/4 in steel base plate - powder-coat matte black,0.25,0,Base plate -------> CLT floor edge face or slab edge,Anchor bolts into CLT,1/2 in x 3 in anchor bolts,METAL,METAL,,4 per plate (2x2 pattern),2,3,4 anchor bolts per plate in 2x2 pattern,Typ. 4 x 4 in plate,,,,,,,,,,,,,,,,,,,,,4 anchor bolts per base plate in 2x2 pattern; 2 in edge distance min; plate sized for post + moment transfer per structural; powder-coat black,wall,
A4-12,edge_guardrail_typical,typical,special,Guardrail at Edge,Interior System,6,CLT Floor Edge,5-ply exposed CLT floor panel edge - low-VOC clear matte finish - sealed,5,6,CLT floor -------> structural wall or beam bearing,Structural screws at bearing,5/16 in x 8 in,CLT,CLT,,6,1.5,2.5,Single row at bearing edge,48–96,,,,,,,,,,,,,,,,,,,,,Exposed 5-ply CLT edge; apply clear sealer + low-VOC matte to all cut edges; no fasteners on finished face; sand edges to 150 grit,wall,48
A4-12,edge_guardrail_typical,typical,special,Guardrail at Edge,Interior System,TOTAL,—,—,10.5,8.5,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,
A4-13,clt_wall_courtyard_void,courtyard_void,wall_interior_to_exterior,Courtyard Void Wall,Special / Project,1,Interior CLT Face (Opposite Void),5-ply exposed CLT panel - low-VOC clear matte finish,5,6,Interior CLT face -------> structural frame or bearing wall,Concealed CLT structural connectors,5/16 in x 5 in STS typ.,CLT,CLT,,6,1.5,2.5,STS at bearing per A4-04; concealed angles at floor lines per shop drawings,48–96,,,,,,,,,,,13,,VERTICAL VOID / COURTYARD WALL,p-CLT,"[{""nx"":0.5161812297734628,""ny"":0,""nw"":0.11974110032362459,""nh"":0.9142857142857143,""nlx"":0.5760517799352751,""nly"":0.2785714285714286}]","[{""nx"":0.6342592592592593,""ny"":0.08506944444444445,""nw"":0.11342592592592593,""nh"":0.8298611111111112,""nlx"":0.6574074074074074,""nly"":0.2934027777777778}]",WALL,0,,,Interior 5-ply CLT wall face; all connectors concealed; clear matte finish; match adjacent wall panel grain. Coordinates with A4-04 wall core.,wall,48
A4-13,clt_wall_courtyard_void,courtyard_void,wall_interior_to_exterior,Courtyard Void Wall,Special / Project,2,Structural Thermal Break,Schock Isokorb or equiv. - structural thermal break at slab edge extending to void,2.5,10,Thermal break -------> interior slab edge + CLT slab extension into void,Integrated structural connectors - factory set,Varies by manufacturer,MISC,MISC,,Per manufacturer,Per manufacturer,Per manufacturer,Integrated structural connectors - continuous element,Per mfr (typ. 12–24 in module width),,,,,,,,,,,,,,,,,,,,,Schock Isokorb or equiv.; set per mfr installation guide; combined structural + thermal break; min R-10; coordinate slab reinforcing,wall,
